Type,Date,Time,open,high,low,close,
NIFTY,20210101,12:10,14013.9,14017.6,14013.9,14016.7,
NIFTY,20210101,12:11,14016.15,14020.15,14016.05,14019.55,
NIFTY,20210101,12:12,14019.05,14022,14018.7,14021.8,
NIFTY,20210101,12:13,14021.2,14023.55,14020.7,14022.3,
NIFTY,20210101,12:14,14022.45,14024.15,14021.45,14024.1,
NIFTY,20210101,12:15,14024.2,14024.2,14022.05,14023.05,
NIFTY,20210101,12:16,14022.7,14024.45,14022.5,14024.45,
NIFTY,20210101,12:17,14024.55,14024.55,14021.95,14021.95,
NIFTY,20210101,12:18,14021.85,14023.65,14021.5,14022.9,
NIFTY,20210101,12:19,14022.55,14025,14022.05,14022.65,
NIFTY,20210101,12:20,14021.7,14023.7,14021.55,14023.05,
NIFTY,20210101,12:21,14022,14022.9,14020.4,14021.3,
NIFTY,20210101,12:22,14020.95,14021.2,14019.7,14020.15,
NIFTY,20210101,12:23,14019.8,14020.45,14018,14019.1,
NIFTY,20210101,12:24,14018.35,14018.65,14017.3,14017.6,
NIFTY,20210101,12:25,14017.8,14018.9,14017.05,14018.9,
NIFTY,20210101,12:26,14017.85,14018.8,14016.9,14017.85,
NIFTY,20210101,12:27,14017.7,14018.95,14015.95,14017.25,
NIFTY,20210101,12:28,14017.55,14018.8,14016.45,14017.65,
NIFTY,20210101,12:29,14017.9,14020.45,14016.35,14019.65,
NIFTY,20210101,12:30,14018.85,14028.4,14018.85,14028.4,
NIFTY,20210101,12:31,14028.7,14034.4,14027.4,14034.1,
NIFTY,20210101,12:32,14033.65,14035.45,14033.2,14033.2,
NIFTY,20210101,12:33,14032.85,14033.45,14030.75,14033,
NIFTY,20210101,12:34,14031.9,14033.55,14031.15,14032.05,
NIFTY,20210101,12:35,14032,14033.65,14031.05,14032.05,
NIFTY,20210101,12:36,14031.55,14031.8,14028.25,14031,
NIFTY,20210101,12:37,14029.8,14030.4,14027.5,14029,
NIFTY,20210101,12:38,14027.7,14030.35,14027.7,14029.6,
NIFTY,20210101,12:39,14029.7,14032,14029.35,14032,
NIFTY,20210101,12:40,14030.95,14034.6,14030.15,14034.5,
NIFTY,20210101,12:41,14033.65,14035.15,14032.35,14033.1,
NIFTY,20210101,12:42,14032.7,14035.45,14032.25,14035.45,
NIFTY,20210101,12:43,14034.75,14035.5,14031.75,14033.85,
NIFTY,20210101,12:44,14032.85,14036.75,14032.5,14036.35,
NIFTY,20210101,12:45,14036.1,14039.05,14035.15,14038,
NIFTY,20210101,12:46,14037.7,14039.95,14036.95,14039.3,
NIFTY,20210101,12:47,14038.45,14040.25,14036.8,14038,
NIFTY,20210101,12:48,14037.65,14037.65,14033.7,14036.5,
NIFTY,20210101,12:49,14035.8,14036.55,14032.9,14033.35,
NIFTY,20210101,12:50,14034.25,14034.65,14030.6,14031.25,
NIFTY,20210101,12:51,14030.6,14031.95,14027.2,14030.6,
NIFTY,20210101,12:52,14028.9,14031.1,14027.5,14029.3,
NIFTY,20210101,12:53,14029,14031.15,14028.45,14029.2,
NIFTY,20210101,12:54,14029.4,14031.95,14028.7,14030.55,
NIFTY,20210101,12:55,14030.1,14030.15,14027.7,14029.3,
NIFTY,20210101,12:56,14029.5,14031.6,14028.5,14031.45,
NIFTY,20210101,12:57,14031.5,14032.25,14030.15,14031.6,
NIFTY,20210101,12:58,14031.05,14033.95,14030.7,14032.8,
NIFTY,20210101,12:59,14032,14035.4,14031.9,14034.9,
NIFTY,20210101,13:00,14035.45,14036.25,14033.55,14035.45,
NIFTY,20210101,13:01,14035,14036.15,14033.95,14035.55,
NIFTY,20210101,13:02,14035.2,14036.4,14027.2,14029.65,
NIFTY,20210101,13:03,14029.1,14030.95,14028.4,14030.4,
NIFTY,20210101,13:04,14030.35,14031.1,14028.25,14028.75,
NIFTY,20210101,13:05,14028.15,14032.8,14028.15,14031.9,
NIFTY,20210101,13:06,14031.55,14033.7,14030.95,14033.7,
NIFTY,20210101,13:07,14032.7,14034.45,14031,14032.8,
NIFTY,20210101,13:08,14032.95,14034.5,14031.25,14032.3,
NIFTY,20210101,13:09,14032.45,14034.15,14031.6,14033.4,
NIFTY,20210101,13:10,14033,14033.95,14030.6,14030.75,
NIFTY,20210101,13:11,14030.9,14032.9,14029,14030.55,
NIFTY,20210101,13:12,14030.35,14031.7,14029.45,14031.55,
NIFTY,20210101,13:13,14031.25,14032.4,14030.45,14031.45,
NIFTY,20210101,13:14,14031.1,14033.6,14031.05,14032.55,
NIFTY,20210101,13:15,14032.65,14033.15,14030.05,14031.6,
NIFTY,20210101,13:16,14030.35,14032.05,14029.7,14031,
NIFTY,20210101,13:17,14030.7,14033.6,14030.6,14032.1,
NIFTY,20210101,13:18,14031.8,14039.3,14031.05,14035.85,
NIFTY,20210101,13:19,14034.75,14035.55,14033.2,14033.6,
NIFTY,20210101,13:20,14032.8,14035.55,14032.8,14033.35,
NIFTY,20210101,13:21,14033.6,14034.55,14032.3,14033.95,
NIFTY,20210101,13:22,14032.75,14034.15,14031.75,14031.95,
NIFTY,20210101,13:23,14031.85,14032.95,14029.95,14029.95,
NIFTY,20210101,13:24,14030.1,14034.05,14029.95,14034.05,
NIFTY,20210101,13:25,14033.1,14034.8,14032.2,14034,
NIFTY,20210101,13:26,14033.35,14036.05,14033.35,14034.4,
NIFTY,20210101,13:27,14034.7,14035.95,14032.35,14033.85,
NIFTY,20210101,13:28,14033.15,14035.95,14032.35,14033.55,
NIFTY,20210101,13:29,14032.9,14035.1,14032.9,14033.45,
NIFTY,20210101,13:30,14033.1,14035.75,14033.1,14035.1,
NIFTY,20210101,13:31,14034.7,14035.2,14033.5,14034.1,
NIFTY,20210101,13:32,14034.25,14035.25,14032.75,14033.3,
NIFTY,20210101,13:33,14032.95,14033.75,14031.3,14033.3,
NIFTY,20210101,13:34,14033.2,14034.85,14032.25,14032.65,
NIFTY,20210101,13:35,14032.25,14034.05,14031.65,14032.1,
NIFTY,20210101,13:36,14031,14032.7,14030.15,14030.95,
NIFTY,20210101,13:37,14030.9,14032.5,14028.9,14029.5,
NIFTY,20210101,13:38,14028.85,14033.05,14028.85,14031,
NIFTY,20210101,13:39,14030.65,14032.1,14028.15,14029.35,
NIFTY,20210101,13:40,14029.9,14030.65,14028.65,14030.65,
NIFTY,20210101,13:41,14030.1,14030.95,14017.8,14025.35,
NIFTY,20210101,13:42,14024.9,14025.45,14021.15,14024.6,
NIFTY,20210101,13:43,14024.35,14026.6,14023.1,14023.8,
NIFTY,20210101,13:44,14024.9,14026.65,14024.05,14025.35,
NIFTY,20210101,13:45,14025.6,14026,14024.05,14025.8,
NIFTY,20210101,13:46,14025.1,14026.15,14024,14025,
NIFTY,20210101,13:47,14024.65,14025.5,14023.55,14024.15,
NIFTY,20210101,13:48,14024,14025.05,14022.25,14025.05,
NIFTY,20210101,13:49,14024.75,14030.25,14023.8,14030.15,
NIFTY,20210101,13:50,14030.25,14032.55,14028.95,14032.1,
NIFTY,20210101,13:51,14031.6,14033.65,14030.7,14033.65,
NIFTY,20210101,13:52,14033,14034.2,14031.7,14033.25,
NIFTY,20210101,13:53,14032.25,14034.5,14032.25,14033.35,
NIFTY,20210101,13:54,14032.65,14035.6,14032.25,14033.9,
NIFTY,20210101,13:55,14033.35,14033.85,14031.75,14031.75,
NIFTY,20210101,13:56,14032.2,14034,14031.55,14032.1,
NIFTY,20210101,13:57,14032.5,14033.5,14030.25,14032.3,
NIFTY,20210101,13:58,14031.65,14033.3,14030.2,14032.2,
NIFTY,20210101,13:59,14032,14033.5,14031,14032.45,
NIFTY,20210101,14:00,14031.6,14034.2,14031.15,14034.2,
NIFTY,20210101,14:01,14033.8,14035.85,14031.85,14033.45,
NIFTY,20210101,14:02,14033.5,14037.95,14033.35,14037.1,
NIFTY,20210101,14:03,14036.95,14038.75,14036.1,14038,
NIFTY,20210101,14:04,14036.95,14038.6,14036.15,14036.75,
NIFTY,20210101,14:05,14036.4,14038.4,14036.2,14037.4,
NIFTY,20210101,14:06,14037,14038.95,14036.3,14038.2,
NIFTY,20210101,14:07,14037.4,14040.45,14036.5,14038.65,
NIFTY,20210101,14:08,14038.75,14038.75,14036.45,14037.4,
NIFTY,20210101,14:09,14037.65,14039.25,14036.4,14038.6,
NIFTY,20210101,14:10,14038.05,14042.1,14038.05,14040.4,
NIFTY,20210101,14:11,14040.1,14042.9,14039.45,14040.45,
NIFTY,20210101,14:12,14040.7,14042.7,14040.1,14041.95,
NIFTY,20210101,14:13,14041.65,14041.9,14039.6,14041.35,
NIFTY,20210101,14:14,14041.2,14043.25,14040.3,14041.75,
NIFTY,20210101,14:15,14042,14043.45,14041.6,14043.45,
NIFTY,20210101,14:16,14042.5,14044.2,14041.35,14041.95,
NIFTY,20210101,14:17,14036.7,14040.15,14036.7,14038.5,
NIFTY,20210101,14:18,14038.7,14039.8,14036.8,14039.7,
NIFTY,20210101,14:19,14039.1,14041.35,14038.6,14040.05,
NIFTY,20210101,14:20,14039.9,14042.4,14038.7,14040.1,
NIFTY,20210101,14:21,14039.95,14043,14039.15,14043,
NIFTY,20210101,14:22,14042.45,14046.8,14040.15,14045.5,
NIFTY,20210101,14:23,14046.15,14047.35,14044,14045.4,
NIFTY,20210101,14:24,14046.9,14049.1,14046,14048.1,
NIFTY,20210101,14:25,14047.75,14048.75,14046.15,14048.1,
NIFTY,20210101,14:26,14047.7,14049.3,14046.4,14047.75,
NIFTY,20210101,14:27,14047.85,14048.8,14046.6,14048.45,
NIFTY,20210101,14:28,14048.05,14049.15,14046.1,14046.6,
NIFTY,20210101,14:29,14046.95,14048.4,14045.05,14045.9,
NIFTY,20210101,14:30,14045.35,14046.25,14043.5,14045.8,
NIFTY,20210101,14:31,14045.6,14046.8,14044.7,14045.6,
NIFTY,20210101,14:32,14045.5,14047.45,14044.6,14045.8,
NIFTY,20210101,14:33,14045.4,14047.15,14044.65,14047.1,
NIFTY,20210101,14:34,14046.8,14047.6,14045.2,14046.7,
NIFTY,20210101,14:35,14046.95,14049.85,14045.95,14046.9,
NIFTY,20210101,14:36,14046.7,14048.2,14043.6,14045.15,
NIFTY,20210101,14:37,14044.8,14044.8,14040.1,14042.4,
NIFTY,20210101,14:38,14041.9,14044.1,14041.25,14041.7,
NIFTY,20210101,14:39,14040.8,14042.55,14039.95,14041.9,
NIFTY,20210101,14:40,14041.3,14044,14040.2,14042.55,
NIFTY,20210101,14:41,14042.35,14045.35,14041.85,14043.75,
NIFTY,20210101,14:42,14044.1,14044.6,14042.3,14043.8,
NIFTY,20210101,14:43,14042.8,14044.1,14041.35,14042,
NIFTY,20210101,14:44,14042.05,14044.4,14040.35,14042.5,
NIFTY,20210101,14:45,14043.3,14045.6,14042.1,14045.6,
NIFTY,20210101,14:46,14044.25,14045.7,14043.3,14044.5,
NIFTY,20210101,14:47,14044.55,14046.2,14042.4,14042.4,
NIFTY,20210101,14:48,14041.1,14043.25,14040.45,14042.45,
NIFTY,20210101,14:49,14041.9,14043.05,14040.45,14040.5,
NIFTY,20210101,14:50,14042.05,14044.3,14040.7,14040.9,
NIFTY,20210101,14:51,14040.85,14043.55,14039.55,14043.35,
NIFTY,20210101,14:52,14042.1,14043.8,14040.7,14040.75,
NIFTY,20210101,14:53,14040.9,14044.7,14039.8,14043.05,
NIFTY,20210101,14:54,14042,14044.05,14041.1,14042.6,
NIFTY,20210101,14:55,14042,14043.25,14040.7,14042.2,
NIFTY,20210101,14:56,14042.25,14043.75,14040.85,14041.75,
NIFTY,20210101,14:57,14042.2,14043.45,14039.8,14041.15,
NIFTY,20210101,14:58,14041.1,14043,14040.2,14042.25,
NIFTY,20210101,14:59,14040.9,14043.05,14040,14040.6,
NIFTY,20210101,15:00,14040.7,14041.2,14039.45,14040.1,
NIFTY,20210101,15:01,14040.3,14040.3,14033.45,14034.45,
NIFTY,20210101,15:02,14034.1,14036.05,14031.9,14032.45,
NIFTY,20210101,15:03,14032.15,14033.2,14028.45,14032.35,
NIFTY,20210101,15:04,14031.05,14033.55,14027.5,14027.85,
NIFTY,20210101,15:05,14027.9,14030.65,14024.25,14027.9,
NIFTY,20210101,15:06,14028.45,14029.15,14024.5,14024.75,
NIFTY,20210101,15:07,14023.85,14027.25,14023.85,14024.05,
NIFTY,20210101,15:08,14028.35,14030.1,14022.4,14022.8,
NIFTY,20210101,15:09,14022.7,14025.8,14019.45,14024,
NIFTY,20210101,15:10,14024.4,14024.9,14019,14020.85,
NIFTY,20210101,15:11,14019.45,14022.55,14018.45,14021.9,
NIFTY,20210101,15:12,14020.2,14021.95,14017.65,14020.35,
NIFTY,20210101,15:13,14019.6,14021.1,14018.1,14018.65,
NIFTY,20210101,15:14,14018,14023.25,14015.95,14015.95,
NIFTY,20210101,15:15,14016.3,14017.65,14013.75,14015,
NIFTY,20210101,15:16,14016.15,14016.15,14011.45,14014.2,
NIFTY,20210101,15:17,14014.35,14015.3,14009.55,14011.5,
NIFTY,20210101,15:18,14011.45,14012.75,14005.55,14008.65,
NIFTY,20210101,15:19,14009.55,14013.45,14008.1,14012.55,
NIFTY,20210101,15:20,14012.4,14016.05,14011.7,14014.05,
NIFTY,20210101,15:21,14013.6,14018.35,14008.25,14010.9,
NIFTY,20210101,15:22,14011.05,14028.8,14001.6,14007.3,
NIFTY,20210101,15:23,14007,14019.15,14007,14018.8,
NIFTY,20210101,15:24,14019.3,14019.85,14015.35,14018.2,
NIFTY,20210101,15:25,14018.95,14023.75,14016.9,14022.7,
NIFTY,20210101,15:26,14023.45,14024.2,14016.35,14019,
NIFTY,20210101,15:27,14019.65,14020.6,14015.7,14018.55,
NIFTY,20210101,15:28,14018.6,14019.6,14017.3,14018.15,
NIFTY,20210101,15:29,14017.85,14020.1,14012.85,14015,
NIFTY,20210101,15:30,14015.45,14016.35,14011.9,14014.8,
NIFTY,20210101,15:31,14015.1,14015.1,14015.1,14015.1,
NIFTY,20210101,15:32,14017.55,14018.5,14017.55,14018.5,
NIFTY,20210104,09:08,14104.35,14104.35,14104.35,14104.35,
NIFTY,20210104,09:16,14105.55,14107.75,14089.6,14097.1,
NIFTY,20210104,09:17,14097.55,14100.45,14087.75,14088.4,
NIFTY,20210104,09:18,14087.15,14089.15,14080.15,14082.5,
NIFTY,20210104,09:19,14083.25,14088.6,14082.5,14086.85,
NIFTY,20210104,09:20,14087.35,14092.7,14087.35,14092.35,
NIFTY,20210104,09:21,14092.05,14096,14091.05,14095.8,
NIFTY,20210104,09:22,14095.75,14100.3,14095.75,14096.6,
NIFTY,20210104,09:23,14097,14100.75,14095.4,14099.8,
NIFTY,20210104,09:24,14099.3,14100.5,14095.85,14096.8,
NIFTY,20210104,09:25,14096.4,14097.35,14091.05,14092.05,
NIFTY,20210104,09:26,14092.3,14094.85,14088.1,14088.45,
NIFTY,20210104,09:27,14089,14089.55,14081.8,14088.05,
NIFTY,20210104,09:28,14088.85,14098.35,14088.5,14097.95,
NIFTY,20210104,09:29,14098.55,14107.85,14097.95,14104,
NIFTY,20210104,09:30,14103.4,14105.2,14102.2,14103.4,
NIFTY,20210104,09:31,14103.65,14107.3,14103.65,14106.55,
NIFTY,20210104,09:32,14106.6,14108.65,14105.75,14108.65,
NIFTY,20210104,09:33,14108.8,14114.15,14107.9,14110,
NIFTY,20210104,09:34,14109.65,14110.4,14106.65,14107.45,
NIFTY,20210104,09:35,14107.6,14108.35,14098.3,14101.85,
NIFTY,20210104,09:36,14101,14106.85,14098.5,14106.15,
NIFTY,20210104,09:37,14106.4,14106.6,14102.25,14103.85,
NIFTY,20210104,09:38,14103.5,14105,14101.15,14102.6,
NIFTY,20210104,09:39,14101.9,14101.9,14098.9,14099.9,
NIFTY,20210104,09:40,14099.75,14100.85,14093.15,14093.7,
NIFTY,20210104,09:41,14093.45,14096.95,14093.45,14094.15,
